鸟种编号	中文名	拉丁名	英文名	目	科	定点记	随手记
5022	棕颈钩嘴鹛	Pomatorhinus ruficollis	Streak-breasted Scimitar Babbler	雀形目	林鹛科	36	1
5024	棕头钩嘴鹛	Pomatorhinus ochraceiceps	Red-billed Scimitar Babbler	雀形目	林鹛科	1	0
5025	红嘴钩嘴鹛	Pomatorhinus ferruginosus	Coral-billed Scimitar Babbler	雀形目	林鹛科	0	1
5026	细嘴钩嘴鹛	Pomatorhinus superciliaris	Slender-billed Scimitar Babbler	雀形目	林鹛科	1	0
5031	长尾鹩鹛	Spelaeornis chocolatinus	Naga Wren-babbler	雀形目	林鹛科	1	0
5035	黑头穗鹛	Stachyris nigriceps	Grey-throated Babbler	雀形目	林鹛科	1	0
5036	斑颈穗鹛	Stachyris strialata	Spot-necked Babbler	雀形目	林鹛科	1	0
5037	红头穗鹛	Cyanoderma ruficeps	Rufous-capped Babbler	雀形目	林鹛科	31	1
5039	金头穗鹛	Cyanoderma chrysaeum	Golden Babbler	雀形目	林鹛科	1	0
5040	黄喉穗鹛	Cyanoderma ambiguum	Buff-chested Babbler	雀形目	林鹛科	1	0
5041	纹胸鹛	Mixornis gularis	Pin-striped Tit-babbler	雀形目	林鹛科	5	0
5042	红顶鹛	Timalia pileata	Chestnut-capped Babbler	雀形目	林鹛科	4	0
5044	黄喉雀鹛	Schoeniparus cinereus	Yellow-throated Fulvetta	雀形目	幽鹛科	1	1
5045	栗头雀鹛	Schoeniparus castaneceps	Rufous-winged Fulvetta	雀形目	幽鹛科	6	1
5048	褐顶雀鹛	Schoeniparus brunneus	Dusky Fulvetta	雀形目	幽鹛科	2	0
5050	短尾鹪鹛	Gypsophila brevicaudata	Streaked Wren-babbler	雀形目	幽鹛科	3	0
5051	白头鵙鹛	Gampsorhynchus rufulus	White-hooded Babbler	雀形目	幽鹛科	2	0
5053	纹胸鹪鹛	Napothera epilepidota	Eyebrowed Wren-babbler	雀形目	幽鹛科	1	0
5057	棕胸雅鹛	Pellorneum tickelli	Buff-breasted Babbler	雀形目	幽鹛科	4	0
5059	棕头幽鹛	Pellorneum ruficeps	Puff-throated Babbler	雀形目	幽鹛科	3	0
5060	褐脸雀鹛	Alcippe poioicephala	Brown-cheeked Fulvetta	雀形目	雀鹛科	1	0
5062	灰眶雀鹛	Alcippe davidi	David's Fulvetta	雀形目	雀鹛科	9	0
5063	云南雀鹛	Alcippe fratercula	Yunnan Fulvetta	雀形目	雀鹛科	4	0
5064	淡眉雀鹛	Alcippe hueti	Huet's Fulvetta	雀形目	雀鹛科	32	0
5065	白眶雀鹛	Alcippe nipalensis	Nepal Fulvetta	雀形目	雀鹛科	1	0
5067	画眉	Garrulax canorus	Chinese Hwamei	雀形目	噪鹛科	29	0
5070	小黑领噪鹛	Garrulax monileger	Lesser Necklaced Laughingthrush	雀形目	噪鹛科	6	0
5071	白冠噪鹛	Garrulax leucolophus	White-crested Laughingthrush	雀形目	噪鹛科	1	1
5074	栗颊噪鹛	Garrulax castanotis	Rufous-cheeked Laughingthrush	雀形目	噪鹛科	2	0
5077	灰翅噪鹛	Ianthocincla cineracea	Moustached Laughingthrush	雀形目	噪鹛科	2	0
5078	眼纹噪鹛	Ianthocincla ocellata	Spotted Laughingthrush	雀形目	噪鹛科	2	0
5079	大噪鹛	Ianthocincla maxima	Giant Laughingthrush	雀形目	噪鹛科	1	0
5081	斑背噪鹛	Ianthocincla lunulata	Barred Laughingthrush	雀形目	噪鹛科	1	0
5083	蓝冠噪鹛	Pterorhinus courtoisi	Blue-crowned Laughingthrush	雀形目	噪鹛科	3	0
5084	栗颈噪鹛	Pterorhinus ruficollis	Rufous-necked Laughingthrush	雀形目	噪鹛科	1	0
5085	黑喉噪鹛	Pterorhinus chinensis	Black-throated Laughingthrush	雀形目	噪鹛科	4	0
5086	白颊噪鹛	Pterorhinus sannio	White-browed Laughingthrush	雀形目	噪鹛科	53	1
5087	黑脸噪鹛	Pterorhinus perspicillatus	Masked Laughingthrush	雀形目	噪鹛科	69	1
5088	黑领噪鹛	Pterorhinus pectoralis	Greater Necklaced Laughingthrush	雀形目	噪鹛科	10	0
5089	山噪鹛	Pterorhinus davidi	Plain Laughingthrush	雀形目	噪鹛科	2	0
5090	矛纹草鹛	Pterorhinus lanceolatus	Chinese Babax	雀形目	噪鹛科	7	0
5091	大草鹛	Pterorhinus waddelli	Giant Babax	雀形目	噪鹛科	1	0
5093	白喉噪鹛	Pterorhinus albogularis	White-throated Laughingthrush	雀形目	噪鹛科	1	0
5095	灰胁噪鹛	Pterorhinus caerulatus	Grey-sided Laughingthrush	雀形目	噪鹛科	3	0
5096	棕噪鹛	Pterorhinus berthemyi	Buffy Laughingthrush	雀形目	噪鹛科	6	0
5098	条纹噪鹛	Grammatoptila striata	Striated Laughingthrush	雀形目	噪鹛科	2	0
5100	蓝翅噪鹛	Trochalopteron squamatum	Blue-winged Laughingthrush	雀形目	噪鹛科	1	1
5101	细纹噪鹛	Trochalopteron lineatum	Streaked Laughingthrush	雀形目	噪鹛科	1	0
5102	丽星噪鹛	Trochalopteron imbricatum	Bhutan Laughingthrush	雀形目	噪鹛科	1	0
5103	杂色噪鹛	Trochalopteron variegatum	Variegated Laughingthrush	雀形目	噪鹛科	1	0
5104	黑顶噪鹛	Trochalopteron affine	Black-faced Laughingthrush	雀形目	噪鹛科	4	1
5106	灰腹噪鹛	Trochalopteron henrici	Brown-cheeked Laughingthrush	雀形目	噪鹛科	4	0
5107	橙翅噪鹛	Trochalopteron elliotii	Elliot's Laughingthrush	雀形目	噪鹛科	6	0
5108	红尾噪鹛	Trochalopteron milnei	Red-tailed Laughingthrush	雀形目	噪鹛科	2	0
5109	红头噪鹛	Trochalopteron erythrocephalum	Chestnut-crowned Laughingthrush	雀形目	噪鹛科	3	0
5111	红翅噪鹛	Trochalopteron formosum	Red-winged Laughingthrush	雀形目	噪鹛科	1	0
5114	火尾希鹛	Minla ignotincta	Red-tailed Minla	雀形目	噪鹛科	6	1
5116	灰胸薮鹛	Liocichla omeiensis	Emei Shan Liocichla	雀形目	噪鹛科	1	0
5119	红翅薮鹛	Liocichla ripponi	Scarlet-faced Liocichla	雀形目	噪鹛科	1	0
5120	栗额斑翅鹛	Actinodura egertoni	Rusty-fronted Barwing	雀形目	噪鹛科	1	0
5124	纹胸斑翅鹛	Actinodura waldeni	Streak-throated Barwing	雀形目	噪鹛科	1	1
5126	蓝翅希鹛	Actinodura cyanouroptera	Blue-winged Minla	雀形目	噪鹛科	12	0
5127	斑喉希鹛	Actinodura strigula	Bar-throated Minla	雀形目	噪鹛科	2	0
5128	红嘴相思鸟	Leiothrix lutea	Red-billed Leiothrix	雀形目	噪鹛科	16	0
5129	银耳相思鸟	Leiothrix argentauris	Silver-eared Mesia	雀形目	噪鹛科	6	0
5130	栗背奇鹛	Leioptila annectens	Rufous-backed Sibia	雀形目	噪鹛科	3	0
5133	黑顶奇鹛	Heterophasia capistrata	Rufous Sibia	雀形目	噪鹛科	1	0
5134	丽色奇鹛	Heterophasia pulchella	Beautiful Sibia	雀形目	噪鹛科	3	1
5135	灰奇鹛	Heterophasia gracilis	Grey Sibia	雀形目	噪鹛科	1	0
5136	黑头奇鹛	Heterophasia desgodinsi	Dark-backed Sibia	雀形目	噪鹛科	4	0
5138	霍氏旋木雀	Certhia hodgsoni	Hodgson's Treecreeper	雀形目	旋木雀科	4	0
5139	高山旋木雀	Certhia himalayana	Bar-tailed Treecreeper	雀形目	旋木雀科	1	0
5142	休氏旋木雀	Certhia manipurensis	Hume's Treecreeper	雀形目	旋木雀科	1	0
5143	四川旋木雀	Certhia tianquanensis	Sichuan Treecreeper	雀形目	旋木雀科	2	0
5144	普通䴓	Sitta europaea	Eurasian Nuthatch	雀形目	䴓科	6	0
5145	栗臀䴓	Sitta nagaensis	Chestnut-vented Nuthatch	雀形目	䴓科	5	0
5147	白尾䴓	Sitta himalayensis	White-tailed Nuthatch	雀形目	䴓科	2	0
5148	滇䴓	Sitta yunnanensis	Yunnan Nuthatch	雀形目	䴓科	1	0
5149	黑头䴓	Sitta villosa	Chinese Nuthatch	雀形目	䴓科	2	0
5151	绒额䴓	Sitta frontalis	Velvet-fronted Nuthatch	雀形目	䴓科	1	0
5152	淡紫䴓	Sitta solangiae	Yellow-billed Nuthatch	雀形目	䴓科	1	0
5153	巨䴓	Sitta magna	Giant Nuthatch	雀形目	䴓科	1	0
5154	丽䴓	Sitta formosa	Beautiful Nuthatch	雀形目	䴓科	0	1
5155	红翅旋壁雀	Tichodroma muraria	Wallcreeper	雀形目	䴓科	0	1
5156	鹪鹩	Troglodytes troglodytes	Eurasian Wren	雀形目	鹪鹩科	6	0
5157	河乌	Cinclus cinclus	White-throated Dipper	雀形目	河乌科	2	0
5158	褐河乌	Cinclus pallasii	Brown Dipper	雀形目	河乌科	4	0
5163	林八哥	Acridotheres grandis	Great Myna	雀形目	椋鸟科	1	0
5164	八哥	Acridotheres cristatellus	Crested Myna	雀形目	椋鸟科	128	1
5166	白领八哥	Acridotheres albocinctus	Collared Myna	雀形目	椋鸟科	2	0
5167	家八哥	Acridotheres tristis	Common Myna	雀形目	椋鸟科	8	0
5168	红嘴椋鸟	Acridotheres burmannicus	Vinous-breasted Starling	雀形目	椋鸟科	1	0
5169	丝光椋鸟	Spodiopsar sericeus	Red-billed Starling	雀形目	椋鸟科	25	0
5170	灰椋鸟	Spodiopsar cineraceus	White-cheeked Starling	雀形目	椋鸟科	11	0
5171	黑领椋鸟	Gracupica nigricollis	Black-collared Starling	雀形目	椋鸟科	138	2
5172	斑椋鸟	Gracupica contra	Indian Pied Myna	雀形目	椋鸟科	1	0
5174	北椋鸟	Agropsar sturninus	Daurian Starling	雀形目	椋鸟科	1	0
5176	灰背椋鸟	Sturnia sinensis	White-shouldered Starling	雀形目	椋鸟科	42	0
5177	灰头椋鸟	Sturnia malabarica	Chestnut-tailed Starling	雀形目	椋鸟科	3	0
5179	粉红椋鸟	Pastor roseus	Rosy Starling	雀形目	椋鸟科	1	0
5181	橙头地鸫	Geokichla citrina	Orange-headed Thrush	雀形目	鸫科	3	0
5184	四川淡背地鸫	Zoothera griseiceps	Sichuan Thrush	雀形目	鸫科	1	0
5185	喜山淡背地鸫	Zoothera salimalii	Himalayan Thrush	雀形目	鸫科	0	1
5186	长尾地鸫	Zoothera dixoni	Long-tailed Thrush	雀形目	鸫科	1	0
5187	虎斑地鸫	Zoothera aurea	White's Thrush	雀形目	鸫科	2	0
5189	大长嘴地鸫	Zoothera monticola	Long-billed Thrush	雀形目	鸫科	1	0
5191	蓝大翅鸲	Grandala coelicolor	Grandala	雀形目	鸫科	1	0
5192	灰背鸫	Turdus hortulorum	Grey-backed Thrush	雀形目	鸫科	5	0
5194	黑胸鸫	Turdus dissimilis	Black-breasted Thrush	雀形目	鸫科	7	0
5195	乌灰鸫	Turdus cardis	Japanese Thrush	雀形目	鸫科	1	0
5196	白颈鸫	Turdus albocinctus	White-collared Blackbird	雀形目	鸫科	3	0
5197	灰翅鸫	Turdus boulboul	Grey-winged Blackbird	雀形目	鸫科	1	0
5199	乌鸫	Turdus mandarinus	Chinese Blackbird	雀形目	鸫科	82	0
5200	藏乌鸫	Turdus maximus	Tibetan Blackbird	雀形目	鸫科	2	0
5202	灰头鸫	Turdus rubrocanus	Chestnut Thrush	雀形目	鸫科	6	0
5203	棕背黑头鸫	Turdus kessleri	White-backed Thrush	雀形目	鸫科	1	0
5205	白眉鸫	Turdus obscurus	Eyebrowed Thrush	雀形目	鸫科	3	0
5209	赤颈鸫	Turdus ruficollis	Red-throated Thrush	雀形目	鸫科	2	0
5210	红尾斑鸫	Turdus naumanni	Naumann's Thrush	雀形目	鸫科	1	0
5211	斑鸫	Turdus eunomus	Dusky Thrush	雀形目	鸫科	1	0
5220	鹊鸲	Copsychus saularis	Oriental Magpie-robin	雀形目	鹟科	163	2
5221	白腰鹊鸲	Copsychus malabaricus	White-rumped Shama	雀形目	鹟科	6	0
5223	灰纹鹟	Muscicapa griseisticta	Grey-streaked Flycatcher	雀形目	鹟科	5	0
5224	乌鹟	Muscicapa sibirica	Dark-sided Flycatcher	雀形目	鹟科	1	0
5225	北灰鹟	Muscicapa dauurica	Asian Brown Flycatcher	雀形目	鹟科	13	0
5227	棕尾褐鹟	Muscicapa ferruginea	Ferruginous Flycatcher	雀形目	鹟科	1	0
5229	海南蓝仙鹟	Cyornis hainanus	Hainan Blue Flycatcher	雀形目	鹟科	20	0
5230	纯蓝仙鹟	Cyornis unicolor	Pale Blue Flycatcher	雀形目	鹟科	3	0
5232	山蓝仙鹟	Cyornis whitei	Hill Blue Flycatcher	雀形目	鹟科	11	0
5234	中华仙鹟	Cyornis glaucicomans	Chinese Blue Flycatcher	雀形目	鹟科	3	0
5235	白尾蓝仙鹟	Cyornis concretus	White-tailed Flycatcher	雀形目	鹟科	1	0
5236	白喉林鹟	Cyornis brunneatus	Brown-chested Jungle Flycatcher	雀形目	鹟科	2	0
5237	棕腹大仙鹟	Niltava davidi	Fujian Niltava	雀形目	鹟科	2	0
5238	棕腹仙鹟	Niltava sundara	Rufous-bellied Niltava	雀形目	鹟科	2	0
5241	大仙鹟	Niltava grandis	Large Niltava	雀形目	鹟科	2	0
5242	小仙鹟	Niltava macgrigoriae	Small Niltava	雀形目	鹟科	5	0
5243	白腹蓝鹟	Cyanoptila cyanomelana	Blue-and-white Flycatcher	雀形目	鹟科	6	0
5244	白腹暗蓝鹟	Cyanoptila cumatilis	Zappey's Flycatcher	雀形目	鹟科	1	0
5245	铜蓝鹟	Eumyias thalassinus	Verditer Flycatcher	雀形目	鹟科	19	0
5247	栗背短翅鸫	Heteroxenicus stellatus	Gould's Shortwing	雀形目	鹟科	1	0
5249	白喉短翅鸫	Brachypteryx leucophris	Lesser Shortwing	雀形目	鹟科	10	0
5250	喜山蓝短翅鸫	Brachypteryx cruralis	Himalayan Shortwing	雀形目	鹟科	1	0
5253	栗腹歌鸲	Larvivora brunnea	Indian Blue Robin	雀形目	鹟科	1	0
5254	蓝歌鸲	Larvivora cyane	Siberian Blue Robin	雀形目	鹟科	2	0
5255	红尾歌鸲	Larvivora sibilans	Rufous-tailed Robin	雀形目	鹟科	1	0
5259	蓝喉歌鸲	Luscinia svecica	Bluethroat	雀形目	鹟科	6	0
5260	白腹短翅鸲	Luscinia phaenicuroides	White-bellied Redstart	雀形目	鹟科	4	0
5265	金胸歌鸲	Calliope pectardens	Firethroat	雀形目	鹟科	1	0
5267	白尾蓝地鸲	Myiomela leucura	White-tailed Robin	雀形目	鹟科	2	0
5268	白眉林鸲	Tarsiger indicus	White-browed Bush Robin	雀形目	鹟科	2	0
5270	棕腹林鸲	Tarsiger hyperythrus	Rufous-breasted Bush Robin	雀形目	鹟科	1	2
5272	红胁蓝尾鸲	Tarsiger cyanurus	Orange-flanked Bush-robin	雀形目	鹟科	5	1
5273	蓝眉林鸲	Tarsiger rufilatus	Himalayan Bush-robin	雀形目	鹟科	3	0
5275	金色林鸲	Tarsiger chrysaeus	Golden Bush Robin	雀形目	鹟科	3	0
5276	小燕尾	Enicurus scouleri	Little Forktail	雀形目	鹟科	7	2
5277	黑背燕尾	Enicurus immaculatus	Black-backed Forktail	雀形目	鹟科	1	0
5278	灰背燕尾	Enicurus schistaceus	Slaty-backed Forktail	雀形目	鹟科	13	1
5279	白额燕尾	Enicurus leschenaulti	White-crowned Forktail	雀形目	鹟科	16	0
5280	斑背燕尾	Enicurus maculatus	Spotted Forktail	雀形目	鹟科	5	1
5282	紫啸鸫	Myophonus caeruleus	Blue Whistling Thrush	雀形目	鹟科	28	1
5284	白眉姬鹟	Ficedula zanthopygia	Yellow-rumped Flycatcher	雀形目	鹟科	9	0
5285	黄眉姬鹟	Ficedula narcissina	Narcissus Flycatcher	雀形目	鹟科	4	0
5286	绿背姬鹟	Ficedula elisae	Green-backed Flycatcher	雀形目	鹟科	1	0
5288	锈胸蓝姬鹟	Ficedula erithacus	Slaty-backed Flycatcher	雀形目	鹟科	2	0
5292	鸲姬鹟	Ficedula mugimaki	Mugimaki Flycatcher	雀形目	鹟科	5	0
5293	橙胸姬鹟	Ficedula strophiata	Rufous-gorgeted Flycatcher	雀形目	鹟科	3	0
5294	红胸姬鹟	Ficedula parva	Red-breasted Flycatcher	雀形目	鹟科	3	0
5295	红喉姬鹟	Ficedula albicilla	Taiga Flycatcher	雀形目	鹟科	9	0
5296	棕胸蓝姬鹟	Ficedula hyperythra	Snowy-browed Flycatcher	雀形目	鹟科	1	0
5297	小斑姬鹟	Ficedula westermanni	Little Pied Flycatcher	雀形目	鹟科	2	0
5298	白眉蓝姬鹟	Ficedula superciliaris	Ultramarine Flycatcher	雀形目	鹟科	1	0
5299	灰蓝姬鹟	Ficedula tricolor	Slaty-blue Flycatcher	雀形目	鹟科	1	0
5304	赭红尾鸲	Phoenicurus ochruros	Black Redstart	雀形目	鹟科	2	0
5306	黑喉红尾鸲	Phoenicurus hodgsoni	Hodgson's Redstart	雀形目	鹟科	1	0
5307	白喉红尾鸲	Phoenicurus schisticeps	White-throated Redstart	雀形目	鹟科	2	0
5308	北红尾鸲	Phoenicurus auroreus	Daurian Redstart	雀形目	鹟科	43	1
5310	蓝额红尾鸲	Phoenicurus frontalis	Blue-fronted Redstart	雀形目	鹟科	5	1
5311	红尾水鸲	Phoenicurus fuliginosus	Plumbeous Water Redstart	雀形目	鹟科	22	1
5312	白顶溪鸲	Phoenicurus leucocephalus	White-capped Water-redstart	雀形目	鹟科	4	2
5314	蓝矶鸫	Monticola solitarius	Blue Rock Thrush	雀形目	鹟科	8	0
5315	栗腹矶鸫	Monticola rufiventris	Chestnut-bellied Rock Thrush	雀形目	鹟科	3	0
5317	白喉矶鸫	Monticola gularis	White-throated Rock Thrush	雀形目	鹟科	2	0
5320	黑喉石䳭	Saxicola maurus	Siberian Stonechat	雀形目	鹟科	3	0
5321	东亚石䳭	Saxicola stejnegeri	Stejneger's Stonechat	雀形目	鹟科	40	0
5322	白斑黑石䳭	Saxicola caprata	Pied Bushchat	雀形目	鹟科	3	0
5324	灰林䳭	Saxicola ferreus	Grey Bushchat	雀形目	鹟科	9	0
5327	漠䳭	Oenanthe deserti	Desert Wheatear	雀形目	鹟科	1	0
5328	白顶䳭	Oenanthe pleschanka	Pied Wheatear	雀形目	鹟科	2	0
5331	戴菊	Regulus regulus	Goldcrest	雀形目	戴菊科	5	0
5332	太平鸟	Bombycilla garrulus	Bohemian Waxwing	雀形目	太平鸟科	2	0
5333	小太平鸟	Bombycilla japonica	Japanese Waxwing	雀形目	太平鸟科	1	0
5334	丽星鹩鹛	Elachura formosa	Spotted Elachura	雀形目	丽星鹩鹛科	5	0
5335	和平鸟	Irena puella	Asian Fairy-bluebird	雀形目	和平鸟科	1	0
5336	金额叶鹎	Chloropsis aurifrons	Golden-fronted Leafbird	雀形目	叶鹎科	2	0
5337	西南橙腹叶鹎	Chloropsis hardwickii	Orange-bellied Leafbird	雀形目	叶鹎科	1	0
5338	橙腹叶鹎	Chloropsis lazulina	Grayish-crowned Leafbird	雀形目	叶鹎科	10	0
5339	蓝翅叶鹎	Chloropsis cochinchinensis	Blue-winged Leafbird	雀形目	叶鹎科	1	0
5340	黄腹啄花鸟	Dicaeum melanozanthum	Yellow-bellied Flowerpecker	雀形目	啄花鸟科	1	0
5343	纯色啄花鸟	Dicaeum minullum	Plain Flowerpecker	雀形目	啄花鸟科	1	0
5344	朱背啄花鸟	Dicaeum cruentatum	Scarlet-backed Flowerpecker	雀形目	啄花鸟科	6	0
5345	红胸啄花鸟	Dicaeum ignipectus	Fire-breasted Flowerpecker	雀形目	啄花鸟科	22	0
5348	纹背捕蛛鸟	Arachnothera magna	Streaked Spiderhunter	雀形目	花蜜鸟科	2	0
5351	紫花蜜鸟	Cinnyris asiaticus	Purple Sunbird	雀形目	花蜜鸟科	1	0
5352	黄腹花蜜鸟	Cinnyris jugularis	Olive-backed Sunbird	雀形目	花蜜鸟科	6	0
5353	火尾太阳鸟	Aethopyga ignicauda	Fire-tailed Sunbird	雀形目	花蜜鸟科	1	0
5354	黑胸太阳鸟	Aethopyga saturata	Black-throated Sunbird	雀形目	花蜜鸟科	2	0
5355	绿喉太阳鸟	Aethopyga nipalensis	Green-tailed Sunbird	雀形目	花蜜鸟科	2	1
5356	蓝喉太阳鸟	Aethopyga gouldiae	Mrs. Gould's Sunbird	雀形目	花蜜鸟科	7	0
5357	黄腰太阳鸟	Aethopyga siparaja	Crimson Sunbird	雀形目	花蜜鸟科	1	0
5358	叉尾太阳鸟	Aethopyga christinae	Fork-tailed Sunbird	雀形目	花蜜鸟科	53	0
5360	领岩鹨	Prunella collaris	Alpine Accentor	雀形目	岩鹨科	2	0
5361	栗背岩鹨	Prunella immaculata	Maroon-backed Accentor	雀形目	岩鹨科	1	0
5363	棕胸岩鹨	Prunella strophiata	Rufous-breasted Accentor	雀形目	岩鹨科	7	1
5364	褐岩鹨	Prunella fulvescens	Brown Accentor	雀形目	岩鹨科	1	0
5372	红梅花雀	Amandava amandava	Red Avadavat	雀形目	梅花雀科	1	0
5374	白腰文鸟	Lonchura striata	White-rumped Munia	雀形目	梅花雀科	25	0
5375	斑文鸟	Lonchura punctulata	Scaly-breasted Munia	雀形目	梅花雀科	27	0
5376	栗腹文鸟	Lonchura atricapilla	Chestnut Munia	雀形目	梅花雀科	2	0
5382	山麻雀	Passer cinnamomeus	Russet Sparrow	雀形目	雀科	9	1
5383	麻雀	Passer montanus	Eurasian Tree Sparrow	雀形目	雀科	193	3
5387	褐翅雪雀	Montifringilla adamsi	Black-winged Snowfinch	雀形目	雀科	0	1
5388	白腰雪雀	Onychostruthus taczanowskii	White-rumped Snowfinch	雀形目	雀科	0	1
5390	棕颈雪雀	Pyrgilauda ruficollis	Rufous-necked Snowfinch	雀形目	雀科	1	0
5391	棕背雪雀	Pyrgilauda blanfordi	Plain-backed Snowfinch	雀形目	雀科	1	0
5392	山鹡鸰	Dendronanthus indicus	Forest Wagtail	雀形目	鹡鸰科	3	0
5393	北鹨	Anthus gustavi	Pechora Pipit	雀形目	鹡鸰科	2	0
5395	树鹨	Anthus hodgsoni	Olive-backed Pipit	雀形目	鹡鸰科	29	1
5396	红喉鹨	Anthus cervinus	Red-throated Pipit	雀形目	鹡鸰科	9	0
5397	粉红胸鹨	Anthus roseatus	Rosy Pipit	雀形目	鹡鸰科	3	0
5398	黄腹鹨	Anthus rubescens	Buff-bellied Pipit	雀形目	鹡鸰科	9	0
5401	山鹨	Anthus sylvanus	Upland Pipit	雀形目	鹡鸰科	1	0
5402	田鹨	Anthus richardi	Richard's Pipit	雀形目	鹡鸰科	34	0
5407	黄鹡鸰	Motacilla tschutschensis	Eastern Yellow Wagtail	雀形目	鹡鸰科	44	0
5408	灰鹡鸰	Motacilla cinerea	Grey Wagtail	雀形目	鹡鸰科	29	0
5409	黄头鹡鸰	Motacilla citreola	Citrine Wagtail	雀形目	鹡鸰科	1	0
5411	白鹡鸰	Motacilla alba	White Wagtail	雀形目	鹡鸰科	177	2
5413	燕雀	Fringilla montifringilla	Brambling	雀形目	燕雀科	6	1
5414	黄颈拟蜡嘴雀	Mycerobas affinis	Collared Grosbeak	雀形目	燕雀科	1	0
5416	白斑翅拟蜡嘴雀	Mycerobas carnipes	White-winged Grosbeak	雀形目	燕雀科	1	0
5417	锡嘴雀	Coccothraustes coccothraustes	Hawfinch	雀形目	燕雀科	4	0
5418	黑尾蜡嘴雀	Eophona migratoria	Chinese Grosbeak	雀形目	燕雀科	12	0
5419	黑头蜡嘴雀	Eophona personata	Japanese Grosbeak	雀形目	燕雀科	1	0
5420	普通朱雀	Carpodacus erythrinus	Common Rosefinch	雀形目	燕雀科	4	0
5424	曙红朱雀	Carpodacus waltoni	Pink-rumped Rosefinch	雀形目	燕雀科	1	0
5426	红眉朱雀	Carpodacus pulcherrimus	Himalayan Beautiful Rosefinch	雀形目	燕雀科	3	0
5427	棕朱雀	Carpodacus edwardsii	Dark-rumped Rosefinch	雀形目	燕雀科	4	0
5428	粉眉朱雀	Carpodacus rodochroa	Pink-browed Rosefinch	雀形目	燕雀科	1	0
5430	点翅朱雀	Carpodacus rodopeplus	Spot-winged Rosefinch	雀形目	燕雀科	1	0
5431	酒红朱雀	Carpodacus vinaceus	Vinaceous Rosefinch	雀形目	燕雀科	4	0
5436	拟大朱雀	Carpodacus rubicilloides	Streaked Rosefinch	雀形目	燕雀科	1	0
5438	长尾雀	Carpodacus sibiricus	Long-tailed Rosefinch	雀形目	燕雀科	3	0
5442	北朱雀	Carpodacus roseus	Pallas's Rosefinch	雀形目	燕雀科	2	0
5443	斑翅朱雀	Carpodacus trifasciatus	Three-banded Rosefinch	雀形目	燕雀科	2	0
5444	喜山白眉朱雀	Carpodacus thura	Himalayan White-browed Rosefinch	雀形目	燕雀科	1	0
5445	白眉朱雀	Carpodacus dubius	Chinese White-browed Rosefinch	雀形目	燕雀科	1	0
5447	褐灰雀	Pyrrhula nipalensis	Brown Bullfinch	雀形目	燕雀科	1	0
5449	灰头灰雀	Pyrrhula erythaca	Grey-headed Bullfinch	雀形目	燕雀科	5	1
5451	红腹灰雀	Pyrrhula pyrrhula	Eurasian Bullfinch	雀形目	燕雀科	2	0
5457	暗胸朱雀	Procarduelis nipalensis	Dark-breasted Rosefinch	雀形目	燕雀科	2	0
5458	林岭雀	Leucosticte nemoricola	Plain Mountain Finch	雀形目	燕雀科	1	0
5463	金翅雀	Chloris sinica	Oriental Greenfinch	雀形目	燕雀科	35	1
5464	高山金翅雀	Chloris spinoides	Yellow-breasted Greenfinch	雀形目	燕雀科	1	0
5465	黑头金翅雀	Chloris ambigua	Black-headed Greenfinch	雀形目	燕雀科	3	0
5474	藏黄雀	Spinus thibetanus	Tibetan Serin	雀形目	燕雀科	1	0
5475	黄雀	Spinus spinus	Eurasian Siskin	雀形目	燕雀科	1	0
5478	凤头鹀	Emberiza lathami	Crested Bunting	雀形目	鹀科	2	0
5479	黑头鹀	Emberiza melanocephala	Black-headed Bunting	雀形目	鹀科	2	0
5480	褐头鹀	Emberiza bruniceps	Red-headed Bunting	雀形目	鹀科	1	0
5482	栗耳鹀	Emberiza fucata	Chestnut-eared Bunting	雀形目	鹀科	10	0
5485	三道眉草鹀	Emberiza cioides	Meadow Bunting	雀形目	鹀科	1	0
5488	西南灰眉岩鹀	Emberiza yunnanensis	Southern Rock Bunting	雀形目	鹀科	3	0
5494	黄喉鹀	Emberiza elegans	Yellow-throated Bunting	雀形目	鹀科	5	0
5495	蓝鹀	Emberiza siemsseni	Slaty Bunting	雀形目	鹀科	3	0
5496	红颈苇鹀	Emberiza yessoensis	Japanese Reed Bunting	雀形目	鹀科	1	0
5497	芦鹀	Emberiza schoeniclus	Common Reed Bunting	雀形目	鹀科	1	0
5498	苇鹀	Emberiza pallasi	Pallas's Reed Bunting	雀形目	鹀科	3	0
5499	黄胸鹀	Emberiza aureola	Yellow-breasted Bunting	雀形目	鹀科	3	0
5500	田鹀	Emberiza rustica	Rustic Bunting	雀形目	鹀科	6	0
5501	小鹀	Emberiza pusilla	Little Bunting	雀形目	鹀科	16	0
5502	灰头鹀	Emberiza spodocephala	Black-faced Bunting	雀形目	鹀科	45	0
5504	硫黄鹀	Emberiza sulphurata	Yellow Bunting	雀形目	鹀科	6	0
5505	栗鹀	Emberiza rutila	Chestnut Bunting	雀形目	鹀科	1	0
5506	黄眉鹀	Emberiza chrysophrys	Yellow-browed Bunting	雀形目	鹀科	7	0
5507	白眉鹀	Emberiza tristrami	Tristram's Bunting	雀形目	鹀科	2	0
